,store_name,유동인구_평균_x,차선수_x,cluster,LINK_ID,lat_x,lot_x,유동인구_평균_y,lat_y,lot_y,일자,링크아이디,거리,차선수_y,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
14,강서구청사거리,20504,3,6,1150012300,37.5549266,126.8523133,20504,37.5549266,126.8523133,20210715.5,1150012300,340,3,30.3575,29.1425,29.0925,25.8225,26.305,23.805,20.9125,16.0925,10.5575,10.74,12.3225,17.2325,17.1075,16.21,16.7275,16.6175,17.6925,16.26,14.0125,18.245,18.2375,19.61,19.2925,24.64
33,구의DT,21339,3,6,1040012900,37.5451984,127.0871587,21339,37.5451984,127.0871587,20210715.5,1040012900,479,3,26.265,25.92,26.6525,26.5225,25.095,32.435,33.3775,25.24,17.005,13.9525,13.18,16.6,20.9575,20.64,21.3125,20.755,19.85,18.3625,17.54,19.0575,20.2775,22.3075,27.075,28.9175
37,국립중앙의료원,21022,3,6,1010015000,37.566516,127.0062376,21022,37.566516,127.0062376,20210715.5,1010015000,504,3,35.125,39.35,37.255,36.8725,41.3075,37.1475,36.3575,30.89,25.1975,24.29,24.7825,24.735,27.53,27.8675,24.54,25.1275,27.1425,26.8775,26.8325,29.3775,30.1475,30.82,33.215,33.0875
38,군자역,19317,3.5,6,1040009633,37.556965,127.079032,19317,37.556965,127.079032,20210715.5,1040009633,625.5,3.5,25.04791667,26.32625,26.98,27.73416667,27.1325,27.06041667,26.02625,19.98041667,17.47333333,17.69375,18.07666667,19.17958333,20.715,20.09458333,18.98458333,18.92875,18.11791667,18.28166667,18.48583333,19.24708333,21.99666667,22.5075,24.38208333,24.63
41,금호역,12799,3,6,1030008700,37.5479939,127.0153343,12799,37.5479939,127.0153343,20210715.5,1030008700,411,3,44.5775,47.42,47.745,49.865,48.9,47.325,45.515,37.7525,33.635,34.05,37.5425,37.93,38.8775,37.965,37.09,37.6075,36.0175,37.4925,39.04,39.7725,39.21,39.69,40.925,43.5475
53,노원마들역,17677,3,6,1100032100,37.660941,127.058008,17677,37.660941,127.058008,20210715.5,1100032100,560,3,26.095,30.73,34.8275,34.46,37.6,35.165,26.635,23.6125,20.2525,19.055,19.865,20.455,20.465,19.6875,19.325,20.42,18.96,17.735,16.865,18.0775,19.695,19.4,21.46,23.89
70,독립문역,16799,3,6,1000003600,37.571432,126.961269,16799,37.571432,126.961269,20210715.5,1000003600,905,3,32.28,30.88,31.72,33.8925,34.355,32.225,30.72,26.3125,23.515,22.1625,20.35,22.9875,23.5125,24.52,24.3175,22.8525,22.62,19.615,12.8275,11.6775,19.5775,26.9675,29.5175,32.0625
73,동대문공원,21022,3,6,1010011900,37.565133,127.007191,21022,37.565133,127.007191,20210715.5,1010011900,210,3,32.9175,36.16,37.91,39.6025,37.275,35.85,37.0875,33.6175,29.7025,29.485,29.045,28.11,26.63,26.8075,25.995,27.37,26.9175,28.5225,29.0025,30.3725,30.31,32.5725,31.2125,31.63
75,동대입구역,10312,3,6,1010005400,37.559593,127.006142,10312,37.559593,127.006142,20210715.5,1010005400,588,3,28.8075,30.545,31.4675,32.0225,35.475,32.2525,29.1225,26.5325,23.9275,23.6375,23.255,21.9975,23.5275,22.9325,22.195,23.6975,24.955,24.6225,24.18,23.915,25.2275,27.0925,24.76,26.3625
76,동묘앞역,13072,2.4,6,1004011520,37.5727,127.016072,13072,37.5727,127.016072,20210715.5,1004011520,581.8,2.4,23.343,24.6915,23.8975,24.29,24.744,25.3645,26.455,28.0315,26.8975,24.6465,20.889,19.2355,17.7175,18.514,17.793,16.442,15.4645,13.333,12.929,13.123,17.5065,20.57,19.8655,20.7885
82,뚝섬역,20362,3,6,1030009100,37.546432,127.049042,20362,37.546432,127.049042,20210715.5,1030009100,559,3,24.685,26.415,26.1575,26.055,31.77,27.5375,25.8125,22.82,19.1675,17.8275,14.9975,15.0375,15.755,16.7575,15.0525,14.87,14.5075,15.535,18.0225,20.37,21.7775,22.5925,23.16,26.5625
88,마포이마트,20724,3,6,1130008500,37.542421,126.953341,20724,37.542421,126.953341,20210715.5,1130008500,409,3,33.0625,36.4825,37.835,41.4275,38.9475,36.9075,33.4925,31.235,30.44,30.125,28.785,28.7425,28.5325,28.8625,28.52,27.395,27.9975,27.665,27.76,28.7925,28.1025,27.76,29.535,31.165
105,묵동,26575,3,6,1060005175,37.615368,127.076633,26575,37.615368,127.076633,20210715.5,1060005175,327.75,3,35.194375,34.000625,35.78,37.940625,35.954375,34.4875,31.885625,32.693125,31.12,30.860625,29.74125,29.830625,29.293125,28.551875,28.394375,27.86375,28.38625,26.85125,26.12,25.278125,28.3875,28.99125,34.54625,39.28125
106,묵동이마트,26575,3,6,1060005100,37.613433,127.077484,26575,37.613433,127.077484,20210715.5,1060005100,397,3,30.95,27.3825,28.9225,31.8225,27.105,28.475,25.4,28.0725,27.23,26.64,25.335,26.08,25.065,23.0925,23.8075,23.06,24.9275,23.7675,23.98,21.1425,23.305,23.32,32.675,39.12
108,미아사거리역,22274,2.5,6,1070018350,37.611809,127.0306971,22274,37.611809,127.0306971,20210715.5,1070018350,894,2.5,29.80625,31.59625,32.02,32.6225,32.26375,29.565,26.84125,24.45625,22.23875,22.85125,22.46125,22.2025,22.13375,21.39875,21.4375,20.05125,19.20625,18.75625,18.495,20.36125,22.2425,24.82375,25.7275,27.035
110,미아이마트,16027,2.333333333,6,1070018333,37.610678,127.029921,16027,37.610678,127.029921,20210715.5,1070018333,894.3333333,2.333333333,30.53833333,32.10083333,32.39583333,32.94166667,32.63916667,29.31,26.07,23.11166667,20.8375,22.0275,22.6,22.68833333,23.0325,22.20583333,22.4,21.08166667,20.31333333,20.195,20.2425,21.94583333,23.25166667,25.22833333,26.4125,27.79083333
115,방배로,19793,3,6,1210011900,37.4793434,126.9994968,19793,37.4793434,126.9994968,20210715.5,1210011900,795,3,21.9375,28.02,30.1475,31.9825,29.445,25.8575,23.3475,21.735,19.195,20.2575,21.07,20.825,22.7825,21.8025,20.875,20.5975,19.33,21.805,20.8075,20.0275,21.1675,21.5725,22.5375,23.755
133,서강대,18567,3,6,1130015000,37.5524584,126.9378262,18567,37.5524584,126.9378262,20210715.5,1130015000,600,3,25.3975,26.6725,24.51,23.7675,23.9625,26.045,22.6525,23.6775,22.8075,20.84,20.18,19.005,19.6025,17.94,17.0925,16.705,15.7825,14.0775,14.1125,12.78,17.355,20.6625,21.4075,21.865
134,서강대흥역,20883,3,6,1130012800,37.548178,126.941576,20883,37.548178,126.941576,20210715.5,1130012800,380,3,36.855,41.5825,43.88,40.995,43.0525,36.74,34.5425,34.8025,32.045,30.915,29.0475,30.19,29.7375,29.4975,27.955,27.2025,27.27,28.0575,27.9775,27.7425,29.1975,29.725,31.7875,35.7425
138,서소문,24141,3,6,1010007367,37.5633773,126.9755129,24141,37.5633773,126.9755129,20210715.5,1010007367,684,3,29.57583333,32.23166667,31.99916667,32.9925,32.825,30.0525,24.18583333,18.87666667,16.27,16.26666667,16.72166667,16.37666667,17.22916667,16.51583333,16.1325,15.74916667,17.46583333,17.12083333,16.30583333,19.59583333,23.2925,24.53083333,26.0725,28.3325
139,서소문로,24141,3,6,1010007367,37.563006,126.974546,24141,37.563006,126.974546,20210715.5,1010007367,684,3,29.57583333,32.23166667,31.99916667,32.9925,32.825,30.0525,24.18583333,18.87666667,16.27,16.26666667,16.72166667,16.37666667,17.22916667,16.51583333,16.1325,15.74916667,17.46583333,17.12083333,16.30583333,19.59583333,23.2925,24.53083333,26.0725,28.3325
140,서소문배재,24141,3,6,1010007350,37.5628481,126.9721664,24141,37.5628481,126.9721664,20210715.5,1010007350,684.5,3,30.67125,33.19,32.8775,32.94375,33.7175,30.69875,25.15125,21.71625,19.94375,20.31375,20.35875,20.1525,20.73125,19.76875,19.74,19.32375,21.07125,20.44375,19.005,22.17125,25.42625,26.67375,27.7825,29.71625
169,송파방이DT,18752,3,6,1230020000,37.506564,127.120495,18752,37.506564,127.120495,20210715.5,1230020000,433,3,37.4075,41.785,42.045,35.815,42.61,37.785,34.585,28.1075,21.69,20.1575,22.71,25.935,26.5775,25.355,23.5975,23.1125,23.3475,23.22,20.9,22.5625,28.1525,28.415,29.125,36.0825
180,신당역,10619,3,6,1010011700,37.565522,127.014554,10619,37.565522,127.014554,20210715.5,1010011700,413,3,35.3425,34.91,32.47,34.6325,35.9675,35.44,37.3625,35.295,34.215,33.9625,32.0725,31.975,33.2575,32.97,31.535,31.695,29.07,28.97,28.61,29.3675,27.6275,29.4075,32.615,33.5575
181,신당역사거리,12939,3,6,1010014225,37.565807,127.01643,12939,37.565807,127.01643,20210715.5,1010014225,417.25,3,22.068125,23.55125,23.7975,25.060625,25.550625,25.11875,25.27,24.766875,23.054375,22.465625,21.89,21.54125,19.484375,18.36,17.0625,17.00875,16.191875,16.91625,16.678125,17.76625,18.71625,19.485,19.829375,20.4825
204,약수역,22896,3.333333333,6,1010001667,37.555437,127.0107253,22896,37.555437,127.0107253,20210715.5,1010001667,671.6666667,3.333333333,29.59833333,30.68583333,32.73916667,30.18833333,31.26666667,30.53416667,29.17666667,24.25,19.08916667,18.75,20.63416667,22.37833333,23.03166667,21.6825,21.0225,21.66666667,21.98916667,22.195,23.1075,24.65166667,25.59,25.73166667,26.66166667,28.56166667
208,어린이대공원역,19317,3,6,1040014200,37.551946,127.076404,19317,37.551946,127.076404,20210715.5,1040014200,1194,3,27.2975,28.2575,27.5975,28.2825,28.7875,25.3075,24.1675,18.0025,15.01,16.4825,16.875,18.1225,21.2125,21.23,20.2625,21.1925,20.265,19.66,20.9,21.785,23.575,23.32,24.535,25.82
218,연신내,23762,3,6,1110001700,37.620417,126.919913,23762,37.620417,126.919913,20210715.5,1110001700,927,3,31.2125,33.075,31.46,36.065,32.4425,33.545,25.015,27.4325,25.8925,23.47,23.3425,23.6,23.965,23.61,21.1025,18.86,17.285,17.265,20.035,23.3575,24.385,25.355,26.2725,28.1675
225,영등포본동,18657,3,6,1180020600,37.518713,126.909559,18657,37.518713,126.909559,20210715.5,1180020600,693,3,25.2525,22.105,23.9825,24.955,21.845,25.02,22.715,15.9225,16.9425,16.535,17.7275,17.57,15.7925,16.79,14.9425,15.435,15.9625,16.6,15.425,16.6975,18.3175,19.6225,20.7525,20.5025
226,영등포시장교차로,22766,3,6,1180022950,37.5204239,126.904446,22766,37.5204239,126.904446,20210715.5,1180022950,321.5,3,20.99,21.46375,23.375,25.1125,26.3775,19.6625,20.04,21.7625,20.2125,19.01,19.0975,19.67,19.73875,20.8325,19.375,19.06375,18.07875,17.61125,17.43,19.1175,19.4425,22.24375,21.0675,20.94125
238,을지로4가역,16491,3,6,1010015700,37.566682,126.997285,16491,37.566682,126.997285,20210715.5,1010015700,487,3,25.6825,24.7525,24.5725,24.8725,23.845,29.21,33.4325,27.575,22.23,21.64,21.91,21.39,21.9425,21.08,20.765,20.4575,20.5525,21.0125,22.5775,24.7375,25.3525,26.655,26.88,26.315
248,자양사거리,23924,3,6,1040008700,37.5371158,127.0825821,23924,37.5371158,127.0825821,20210715.5,1040008700,590,3,29.1925,26.905,29.01,29.9275,29.6125,27.995,26.48,26.5575,23.5175,21.495,20.085,21.5075,22.6925,21.325,20.325,19.9925,21.5325,20.88,22.075,22.905,24.8125,24.445,26.19,28.23
258,중곡,16084,3.5,6,1040009817,37.5575666,127.079334,16084,37.5575666,127.079334,20210715.5,1040009817,531,3.5,24.41083333,25.3875,26.38125,27.76833333,26.075,26.93833333,27.23125,22.16708333,19.68666667,19.9525,20.53208333,21.50666667,22.35,21.41291667,20.73166667,20.8275,19.94833333,20.67958333,20.62666667,21.37666667,23.03708333,23.4675,25.53666667,24.30375
268,충무로역,10438,3,6,1010005500,37.561499,126.993864,10438,37.561499,126.993864,20210715.5,1010005500,482,3,35.5825,36.5475,37.7225,39.005,36.6,35.21,33.5575,26.025,18.3875,14.975,14.075,13.04,14.8175,13.835,12.7825,13.06,12.6175,13.255,13.33,17.62,22.7025,25.2625,27.22,30.3125
273,포이,15244,3,6,1220006500,37.47781106,127.0451411,15244,37.47781106,127.0451411,20210715.5,1220006500,629,3,25.9225,24.405,25.3375,23.5075,24.12,29.0525,31.8375,26.85,21.9475,17.185,17.525,23.71,28.305,26.7625,24.2575,22.365,22.845,24.6375,24.8625,26.82,28.645,28.265,25.7525,25.175
278,한양대,18069,3,6,1030013900,37.55726984,127.0421649,18069,37.55726984,127.0421649,20210715.5,1030013900,590,3,43.1175,46.4575,46.0325,46.325,46.17,44.4225,43.6325,36.575,18.615,15.1075,26.475,33.745,35.6825,35.185,33.1725,33.635,34.0225,33.9625,36.33,37.275,38.79,39.1325,38.8125,41.225
280,합정,21235,3,6,1130014133,37.54963,126.912999,21235,37.54963,126.912999,20210715.5,1130014133,578,3,24.99416667,24.55916667,25.16333333,30.63416667,27.5725,27.31833333,27.61166667,23.26166667,20.9725,22.17333333,20.365,20.01916667,19.075,17.53666667,18.02416667,17.00083333,16.24583333,16.96166667,17.60833333,18.31833333,19.94416667,20.29583333,20.50166667,23.21
286,홍제역,15845,3,6,1120013300,37.588658,126.943864,15845,37.588658,126.943864,20210715.5,1120013300,758,3,33.56,36.675,38.735,38.4375,36.55,35.665,26.745,15.1625,10.7825,15.56,22.0125,23.425,24.52,24.7125,23.76,24.035,25.275,25.0075,25.0175,25.3425,25.9825,26.235,27.345,30.3225
289,환구단,24141,3,6,1010009600,37.564448,126.979157,24141,37.564448,126.979157,20210715.5,1010009600,137,3,28.435,28.305,28.8925,33.4175,31.785,30.39,26.6675,25.5725,25.085,23.47,24.03,23.6975,23.3475,22.1875,21.6525,22.23,23.125,23.33,23.8825,24.3325,25.37,26.215,25.155,27.93
292,효창공원앞역,10216,3,6,1020014000,37.539305,126.96306,10216,37.539305,126.96306,20210715.5,1020014000,462,3,20.58,22.385,23.0425,25.22,26.455,25.79,22.0025,24.8725,25.3875,23.5675,20.725,20.6425,21.2575,20.7375,20.0075,20.055,18.8775,18.5675,16.6125,16.3025,17.3225,17.8725,20.095,21.83
